,Lat,Lng,Price,Tempature (C),ZipCode
2411,38.34,-87.35,62000.0,2.6,47660
2412,38.66,-78.67,135800.0,5.04,22844
2413,34.56,-101.8,67800.0,19.0,79088
2414,43.05,-73.38,129500.0,-3.42,12816
2415,41.51,-71.73,227700.0,-0.7,02832
2416,27.98,-81.76,90600.0,14.9,33839
2417,41.78,-76.77,133800.0,1.88,16947
2418,39.44,-98.12,53600.0,8.0,67420
2419,43.82,-96.72,147800.0,2.64,57022
2420,39.88,-75.92,222300.0,3.26,19330
2421,35.4,-97.5,52900.0,13.86,73149
2422,41.15,-75.28,106000.0,-0.84,18326
2423,41.05,-96.39,125400.0,6.0,68003
2424,41.78,-71.72,260100.0,-0.91,02825
2425,42.33,-75.34,80600.0,-1.0,13849
2426,40.32,-75.5,228900.0,1.84,18074
2427,43.33,-70.72,218300.0,-1.52,03906
2428,26.83,-82.26,355800.0,16.88,33946
2429,42.06,-83.94,120000.0,0.92,49236
2430,42.5,-71.58,420900.0,-0.75,01451
2431,47.35,-94.61,112900.0,3.65,56633
2432,43.22,-71.35,224300.0,-1.57,03234
2433,42.5,-84.08,130200.0,1.09,48137
2434,45.67,-123.03,319200.0,8.33,97133
2435,41.76,-70.85,345600.0,-0.84,02770
2436,46.39,-112.75,184400.0,0.62,59722
2437,48.97,-122.21,196300.0,6.77,98295
2438,38.57,-91.23,121300.0,9.4,63068
2439,41.38,-72.45,195400.0,-1.63,06417
2440,36.26,-81.77,177200.0,3.8,28692
2441,34.07,-85.07,58800.0,7.14,30104
2442,42.27,-72.08,190300.0,-1.88,01535
2443,39.85,-83.67,89700.0,1.01,45368
2444,28.58,-81.89,125800.0,15.58,34753
2445,42.55,-121.75,137300.0,1.0,97624
2446,38.44,-85.92,112900.0,4.29,47106
2447,44.27,-123.14,180500.0,7.54,97446
2448,39.03,-75.45,120000.0,2.59,19946
2449,38.32,-122.65,862200.0,12.47,94951
2450,43.62,-96.95,173400.0,2.26,57033
2451,43.21,-78.57,107200.0,1.33,14067
2452,39.37,-86.18,144500.0,2.81,46181
2453,42.59,-85.12,81500.0,1.23,49073
2454,43.97,-71.15,151900.0,-3.04,03818
2455,43.1,-75.95,109300.0,-3.0,13082
2456,39.05,-85.22,86500.0,2.7,47042
2457,37.34,-78.98,133200.0,4.98,24538
2458,41.89,-72.15,158300.0,-1.17,06278
2459,29.75,-84.82,341200.0,9.0,32328
2460,35.41,-97.33,121800.0,13.75,73150
2461,35.68,-97.06,87000.0,13.79,74881
2462,42.98,-78.39,122700.0,1.51,14036
2463,41.22,-85.03,122400.0,0.64,46765
2464,41.93,-70.02,436200.0,-1.34,02667
2465,42.96,-77.85,108500.0,1.55,14423
2466,43.12,-71.11,276200.0,-1.11,03290
2467,48.53,-121.66,172000.0,6.45,98237
2468,40.38,-75.77,186600.0,1.11,19547
2469,41.11,-84.0,95000.0,1.0,45856
2470,42.41,-72.11,184900.0,-1.86,01005
2471,35.42,-97.65,99700.0,13.86,73179
2472,37.55,-88.0,62800.0,3.81,42459
2473,42.87,-71.04,275600.0,-0.54,03858
2474,41.98,-71.9,165600.0,-1.09,06255
2475,40.83,-77.67,193700.0,0.58,16828
2476,41.57,-73.49,342400.0,-3.13,06784
2477,39.63,-121.79,276300.0,13.21,95938
2478,29.51,-82.31,128500.0,11.17,32667
2479,43.1,-75.29,104700.0,-3.42,13417
2480,36.98,-78.24,81300.0,2.95,23974
2481,39.31,-105.07,379100.0,16.93,80135
2482,36.31,-95.12,87500.0,10.83,74365
2483,37.51,-97.51,130700.0,12.33,67026
2484,41.7,-76.28,147100.0,-0.01,18853
2485,40.28,-74.88,520400.0,1.5,18977
2486,43.68,-92.37,112000.0,3.57,55975
2487,37.74,-81.01,84900.0,3.65,25918
2488,43.18,-71.82,193400.0,-2.11,03242
2489,39.86,-84.78,65800.0,2.34,45347
2490,47.38,-119.49,93300.0,4.27,98851
2491,40.5,-75.69,155600.0,1.25,19539
2492,39.27,-119.82,344100.0,3.14,89704
2493,37.9,-77.63,153100.0,6.73,23015
2494,39.82,-82.08,68100.0,1.6,43777
2495,40.7,-84.34,69700.0,0.51,45887
2496,35.71,-82.63,193100.0,7.0,28701
2497,42.75,-71.87,178500.0,-1.29,03071
2498,40.9,-75.11,151900.0,-0.77,18343
2499,44.87,-93.14,164200.0,3.36,55120
2500,32.89,-117.2,462900.0,16.42,92121
2501,32.55,-80.31,261700.0,7.72,29438
2502,35.27,-81.1,84300.0,7.46,28098
2503,42.64,-78.54,154900.0,1.66,14080
2504,43.42,-71.01,189600.0,-1.29,03851
2505,38.7,-83.62,45200.0,0.54,45144
